ItemNumber,StockNow,ChangeQty,StockChangeDateTime,ChangeSource,ItemImageId
"PC106553","4","1","2016-07-13 14:40:32","DIRECT ADJUSTMENT BY Devan","559a15cc-c693-4318-a1d6-980fd575b23b"
"PC106597","5","1","2016-07-13 14:39:34","DIRECT ADJUSTMENT BY Devan","3bd6805e-3c7c-4c9d-874f-3acb1d0d7b80"
"PC106597","4","1","2016-07-13 14:39:20","DIRECT ADJUSTMENT BY Devan","3bd6805e-3c7c-4c9d-874f-3acb1d0d7b80"
"PC132159","2","1","2016-07-13 14:35:50","DIRECT ADJUSTMENT BY Devan","27cbb217-a1fe-4abb-b49f-6245a2355d75"
"PC132159","2","1","2016-07-13 14:35:50","DIRECT ADJUSTMENT BY Devan","6d0570e7-f274-4f26-bb16-f1f8d3761fd3"
"PC133575","6","1","2016-07-13 14:32:20","DIRECT ADJUSTMENT BY Donald","047a161a-6ccd-45e1-9501-5777e18b5f33"
"PC500051","2","1","2016-07-13 14:31:35","DIRECT ADJUSTMENT BY Donald","0952adaa-d1ec-416c-95a8-0d8125df8106"
"PC500051","2","1","2016-07-13 14:31:35","DIRECT ADJUSTMENT BY Donald","c2fe31d5-f260-4633-9a5d-f8904091a1a5"
"PC111069","1","1","2016-07-13 14:30:31","DIRECT ADJUSTMENT","d4a2e219-c480-4d36-ae41-bd5840309efa"
"PC111069","1","1","2016-07-13 14:30:31","DIRECT ADJUSTMENT","f6f1f91a-a5d9-4118-a11b-d973884b811c"
"PC126064","1","1","2016-07-13 14:28:46","DIRECT ADJUSTMENT BY Donald","da331192-149d-4ceb-9758-522ff695566f"
"PC112542","5","1","2016-07-13 14:27:24","DIRECT ADJUSTMENT BY Donald","de150676-9333-4ebd-b186-1c249f20b781"
"PC127595","9","1","2016-07-13 14:27:00","DIRECT ADJUSTMENT BY Devan","c7c603d8-03d5-4244-a89c-7d3c09e95997"
"PC127595","9","1","2016-07-13 14:22:50","DIRECT ADJUSTMENT BY Devan","c7c603d8-03d5-4244-a89c-7d3c09e95997"
"PC127595","8","1","2016-07-13 14:21:15","DIRECT ADJUSTMENT BY Devan","c7c603d8-03d5-4244-a89c-7d3c09e95997"
"PC129024","1","1","2016-07-13 14:21:05","DIRECT ADJUSTMENT BY Donald","d0049357-c856-44b3-a62f-44c4502124b6"
"PC129024","1","1","2016-07-13 14:21:05","DIRECT ADJUSTMENT BY Donald","e7f7ee44-1072-45c9-a641-76dbcedf97da"
"PC900250","4","1","2016-07-13 14:19:49","DIRECT ADJUSTMENT BY Donald","ee010214-7a43-42a0-9a74-887b0b23d21d"
"PC136075","6","1","2016-07-13 14:19:17","DIRECT ADJUSTMENT BY Devan","8c12f7bf-3da7-4bca-a380-44a808fd4a33"
"PC127134","1","1","2016-07-13 14:18:32","DIRECT ADJUSTMENT","4e46c8d6-1248-4f7e-9130-0c51d0a81efa"
"PC127134","1","1","2016-07-13 14:18:32","DIRECT ADJUSTMENT","46602048-b578-458b-a24b-d04c021ef2f3"
"PC106553","3","1","2016-07-13 14:17:05","DIRECT ADJUSTMENT BY Devan","559a15cc-c693-4318-a1d6-980fd575b23b"
"PC106597","3","1","2016-07-13 14:15:26","DIRECT ADJUSTMENT BY Devan","3bd6805e-3c7c-4c9d-874f-3acb1d0d7b80"
"PC128754","13","1","2016-07-13 14:14:11","DIRECT ADJUSTMENT BY Donald","4e1a64ba-6d0b-44ca-bdf7-ba283c55c62c"
"PC123445","1","1","2016-07-13 14:11:55","DIRECT ADJUSTMENT BY Donald","019e329a-9649-43c5-b7cd-f415358969e5"
"PC123445","1","1","2016-07-13 14:11:55","DIRECT ADJUSTMENT BY Donald","81e2e464-98e5-4f7d-86fc-f4f4948b1705"
"PC110767","23","1","2016-07-13 14:11:32","DIRECT ADJUSTMENT BY Devan","64dc4d6f-06d0-4373-9a78-7288d68ae122"
"PC125374","25","1","2016-07-13 14:09:39","DIRECT ADJUSTMENT BY Devan","a96aa350-dc85-4d27-a9f1-a585c234592d"
"PC109134","38","1","2016-07-13 14:08:17","DIRECT ADJUSTMENT BY Devan","207a1334-5757-492e-bb6f-4e6ddca436b5"
"PC109134","38","1","2016-07-13 14:08:17","DIRECT ADJUSTMENT BY Devan","253b0750-86a9-4f70-8741-8b2e28956299"
"PC900254","11","1","2016-07-13 14:07:58","DIRECT ADJUSTMENT BY Donald","86710fb1-d942-45f8-a2fd-5240e75cc166"
"PC122463","6","1","2016-07-13 14:07:22","DIRECT ADJUSTMENT BY Donald","6b3a3a17-f33b-4771-86be-5c5d72780bc1"
"PC119955","1","1","2016-07-13 14:06:46","DIRECT ADJUSTMENT BY Donald","c1d8bfdd-3d66-4d1d-bf24-643ab7619086"
"PC129652","1","1","2016-07-13 14:06:09","DIRECT ADJUSTMENT BY Donald","a9c77065-ccef-450d-a121-e5b88969367d"
"PC107825","12","1","2016-07-13 14:05:18","DIRECT ADJUSTMENT BY Devan","3ffc906b-3ad2-40ea-b3b2-5d0e5759ea88"
"PC128078","1","1","2016-07-13 14:04:31","DIRECT ADJUSTMENT BY Donald","3f81fd30-9842-491c-9998-4237ce9960d6"
"PC107790","10","1","2016-07-13 14:04:09","DIRECT ADJUSTMENT BY Devan","3b51d88a-4828-477e-9348-c5c489b55770"
"PC400149","2","1","2016-07-13 14:01:02","DIRECT ADJUSTMENT BY Donald","feb0db1c-218d-4815-99cc-74982dc9bad9"
"PC400149","2","1","2016-07-13 14:01:02","DIRECT ADJUSTMENT BY Donald","7919cee7-8436-4e14-909c-d6849a73c471"
"PC400149","1","1","2016-07-13 14:00:01","DIRECT ADJUSTMENT BY Donald","feb0db1c-218d-4815-99cc-74982dc9bad9"
"PC400149","1","1","2016-07-13 14:00:01","DIRECT ADJUSTMENT BY Donald","7919cee7-8436-4e14-909c-d6849a73c471"
"PC900191","33","1","2016-07-13 13:54:41","DIRECT ADJUSTMENT BY Devan","bfeb5a0f-e445-4747-9b59-5ddeb196bb10"
"PC129034","5","1","2016-07-13 13:52:23","DIRECT ADJUSTMENT BY Donald","43780a61-119d-457c-a416-9bf6ce3eff9b"
"PC102772","8","1","2016-07-13 13:52:22","DIRECT ADJUSTMENT BY Devan","b0b7dece-cf84-44b8-af1c-5bfcbbf6ccee"
"PC129034","4","1","2016-07-13 13:51:25","DIRECT ADJUSTMENT BY Donald","43780a61-119d-457c-a416-9bf6ce3eff9b"
"PC129034","3","1","2016-07-13 13:50:06","DIRECT ADJUSTMENT BY Donald","43780a61-119d-457c-a416-9bf6ce3eff9b"
"PC102992","6","1","2016-07-13 13:50:04","DIRECT ADJUSTMENT BY Devan","8b3218b7-6c52-4d30-8570-11fa201ba1f5"
"PC129034","2","1","2016-07-13 13:48:49","DIRECT ADJUSTMENT BY Donald","43780a61-119d-457c-a416-9bf6ce3eff9b"
"PC101252","16","1","2016-07-13 13:47:18","DIRECT ADJUSTMENT BY Devan","02e3706f-c085-4d9f-b882-eb7cc44813fa"
"PC109134","37","1","2016-07-13 13:45:33","DIRECT ADJUSTMENT BY Devan","207a1334-5757-492e-bb6f-4e6ddca436b5"
"PC109134","37","1","2016-07-13 13:45:33","DIRECT ADJUSTMENT BY Devan","253b0750-86a9-4f70-8741-8b2e28956299"
"PC137173","1","1","2016-07-13 13:44:29","DIRECT ADJUSTMENT","18a05c14-65a2-4068-9c6c-cb6c83759289"
"PC137173","1","1","2016-07-13 13:44:29","DIRECT ADJUSTMENT","9c780786-e0cc-47cc-bf2d-e5192ac2a057"
"PC121771","1","1","2016-07-13 13:43:15","DIRECT ADJUSTMENT","6b6ecfc0-d04d-450f-944b-a76eb994d174"
"PC121771","1","1","2016-07-13 13:43:15","DIRECT ADJUSTMENT","61770dc9-d27f-4065-88e2-b70ba26e1866"
"PC102796","1","1","2016-07-13 13:41:01","DIRECT ADJUSTMENT","9ec57986-6b14-4e85-b378-1449af300655"
"PC102796","1","1","2016-07-13 13:41:01","DIRECT ADJUSTMENT","d0cf3aef-ee83-4a2f-8c61-d12ad9937d66"
"PC108602","10","1","2016-07-13 13:39:50","DIRECT ADJUSTMENT BY Devan","359d5e28-0b20-44d8-8dc4-3a609489f42c"
"PC125448","1","1","2016-07-13 13:37:47","DIRECT ADJUSTMENT","4fa28289-e5eb-4ba2-b3ed-0a7e51b6811c"
"PC125448","1","1","2016-07-13 13:37:47","DIRECT ADJUSTMENT","99749161-1446-459b-9eba-cfc5e3fecfb1"
"PC102783","5","1","2016-07-13 13:37:18","DIRECT ADJUSTMENT BY Donald","40091e14-ab97-4dc2-bbc9-60e98f9ac49f"
"PC102783","5","1","2016-07-13 13:37:18","DIRECT ADJUSTMENT BY Donald","8944e528-71ef-4271-9ca3-a82a46803183"
"PC900365","21","1","2016-07-13 13:35:51","DIRECT ADJUSTMENT BY Devan","529ee26c-4efc-4576-afec-a12376f249c0"
"PC109750","12","1","2016-07-13 13:32:37","DIRECT ADJUSTMENT BY Devan","e0ed149a-005b-4ef7-9556-b28c57d9cfad"
"PC109134","36","1","2016-07-13 13:31:12","DIRECT ADJUSTMENT BY Devan","207a1334-5757-492e-bb6f-4e6ddca436b5"
"PC109134","36","1","2016-07-13 13:31:12","DIRECT ADJUSTMENT BY Devan","253b0750-86a9-4f70-8741-8b2e28956299"
"PC109134","35","1","2016-07-13 13:30:49","DIRECT ADJUSTMENT BY Devan","207a1334-5757-492e-bb6f-4e6ddca436b5"
"PC109134","35","1","2016-07-13 13:30:49","DIRECT ADJUSTMENT BY Devan","253b0750-86a9-4f70-8741-8b2e28956299"
"PC109134","34","1","2016-07-13 13:30:27","DIRECT ADJUSTMENT BY Devan","207a1334-5757-492e-bb6f-4e6ddca436b5"
"PC109134","34","1","2016-07-13 13:30:27","DIRECT ADJUSTMENT BY Devan","253b0750-86a9-4f70-8741-8b2e28956299"
"PC109134","33","1","2016-07-13 13:29:56","DIRECT ADJUSTMENT BY Devan","207a1334-5757-492e-bb6f-4e6ddca436b5"
"PC109134","33","1","2016-07-13 13:29:56","DIRECT ADJUSTMENT BY Devan","253b0750-86a9-4f70-8741-8b2e28956299"
